id,text,speak,group,note
p0545,9 giờ,9 giờ.,clock_hour,
p0546,"Đúng rồi, đồng hồ chỉ 9 giờ","Đúng rồi, đồng hồ chỉ 9 giờ",clock_answer,right
p0547,Chưa đúng. Đồng hồ chỉ 9 giờ,Chưa đúng. Đồng hồ chỉ 9 giờ,clock_answer,wrong
p0548,10 giờ,10 giờ.,clock_hour,
p0549,"Đúng rồi, đồng hồ chỉ 10 giờ","Đúng rồi, đồng hồ chỉ 10 giờ",clock_answer,right
p0550,Chưa đúng. Đồng hồ chỉ 10 giờ,Chưa đúng. Đồng hồ chỉ 10 giờ,clock_answer,wrong
p0551,11 giờ,11 giờ.,clock_hour,
p0552,"Đúng rồi, đồng hồ chỉ 11 giờ","Đúng rồi, đồng hồ chỉ 11 giờ",clock_answer,right
p0553,Chưa đúng. Đồng hồ chỉ 11 giờ,Chưa đúng. Đồng hồ chỉ 11 giờ,clock_answer,wrong
p0554,12 giờ,12 giờ.,clock_hour,
p0555,"Đúng rồi, đồng hồ chỉ 12 giờ","Đúng rồi, đồng hồ chỉ 12 giờ",clock_answer,right
p0556,Chưa đúng. Đồng hồ chỉ 12 giờ,Chưa đúng. Đồng hồ chỉ 12 giờ,clock_answer,wrong
p0557,bóng đá,bóng đá.,data_verifiedObjects_label,label
p0558,"Đúng rồi, đây là bóng đá","Đúng rồi, đây là bóng đá",object_answer,right
p0559,Chưa đúng. Đây là bóng đá,Chưa đúng. Đây là bóng đá,object_answer,wrong
p0560,bóng đá bắt đầu bằng chữ B,bóng đá bắt đầu bằng chữ B,explore_info,letter info
p0561,quả địa cầu,quả địa cầu.,data_verifiedObjects_label,label
p0562,"Đúng rồi, đây là quả địa cầu","Đúng rồi, đây là quả địa cầu",object_answer,right
p0563,Chưa đúng. Đây là quả địa cầu,Chưa đúng. Đây là quả địa cầu,object_answer,wrong
p0564,quả địa cầu bắt đầu bằng chữ Q,quả địa cầu bắt đầu bằng chữ Q,explore_info,letter info
p0565,đồng hồ,đồng hồ.,data_verifiedObjects_label,label
p0566,"Đúng rồi, đây là đồng hồ","Đúng rồi, đây là đồng hồ",object_answer,right
p0567,Chưa đúng. Đây là đồng hồ,Chưa đúng. Đây là đồng hồ,object_answer,wrong
p0568,đồng hồ bắt đầu bằng chữ Đ,đồng hồ bắt đầu bằng chữ Đ,explore_info,letter info
p0569,phong bì,phong bì.,data_verifiedObjects_label,label
p0570,"Đúng rồi, đây là phong bì","Đúng rồi, đây là phong bì",object_answer,right
p0571,Chưa đúng. Đây là phong bì,Chưa đúng. Đây là phong bì,object_answer,wrong
p0572,phong bì bắt đầu bằng chữ P,phong bì bắt đầu bằng chữ P,explore_info,letter info
p0573,cánh cửa,cánh cửa.,data_verifiedObjects_label,label
p0574,"Đúng rồi, đây là cánh cửa","Đúng rồi, đây là cánh cửa",object_answer,right
p0575,Chưa đúng. Đây là cánh cửa,Chưa đúng. Đây là cánh cửa,object_answer,wrong
p0576,cánh cửa bắt đầu bằng chữ C,cánh cửa bắt đầu bằng chữ C,explore_info,letter info
p0577,bảng đen,bảng đen.,data_verifiedObjects_label,label
p0578,"Đúng rồi, đây là bảng đen","Đúng rồi, đây là bảng đen",object_answer,right
p0579,Chưa đúng. Đây là bảng đen,Chưa đúng. Đây là bảng đen,object_answer,wrong
p0580,bảng đen bắt đầu bằng chữ B,bảng đen bắt đầu bằng chữ B,explore_info,letter info
p0581,bánh kem,bánh kem.,data_verifiedObjects_label,label
p0582,"Đúng rồi, đây là bánh kem","Đúng rồi, đây là bánh kem",object_answer,right
p0583,Chưa đúng. Đây là bánh kem,Chưa đúng. Đây là bánh kem,object_answer,wrong
p0584,bánh kem bắt đầu bằng chữ B,bánh kem bắt đầu bằng chữ B,explore_info,letter info
p0585,bóng tennis,bóng tennis.,data_verifiedObjects_label,label
p0586,"Đúng rồi, đây là bóng tennis","Đúng rồi, đây là bóng tennis",object_answer,right
p0587,Chưa đúng. Đây là bóng tennis,Chưa đúng. Đây là bóng tennis,object_answer,wrong
p0588,bóng tennis bắt đầu bằng chữ B,bóng tennis bắt đầu bằng chữ B,explore_info,letter info
p0589,bút vẽ,bút vẽ.,data_verifiedObjects_label,label
p0590,"Đúng rồi, đây là bút vẽ","Đúng rồi, đây là bút vẽ",object_answer,right
p0591,Chưa đúng. Đây là bút vẽ,Chưa đúng. Đây là bút vẽ,object_answer,wrong
p0592,bút vẽ bắt đầu bằng chữ B,bút vẽ bắt đầu bằng chữ B,explore_info,letter info
p0593,đôi tất,đôi tất.,data_verifiedObjects_label,label
p0594,"Đúng rồi, đây là đôi tất","Đúng rồi, đây là đôi tất",object_answer,right
p0595,Chưa đúng. Đây là đôi tất,Chưa đúng. Đây là đôi tất,object_answer,wrong
p0596,đôi tất bắt đầu bằng chữ Đ,đôi tất bắt đầu bằng chữ Đ,explore_info,letter info
p0597,cà vạt,cà vạt.,data_verifiedObjects_label,label
p0598,"Đúng rồi, đây là cà vạt","Đúng rồi, đây là cà vạt",object_answer,right
p0599,Chưa đúng. Đây là cà vạt,Chưa đúng. Đây là cà vạt,object_answer,wrong
p0600,cà vạt bắt đầu bằng chữ C,cà vạt bắt đầu bằng chữ C,explore_info,letter info
p0601,đàn piano,đàn piano.,data_verifiedObjects_label,label
p0602,"Đúng rồi, đây là đàn piano","Đúng rồi, đây là đàn piano",object_answer,right
p0603,Chưa đúng. Đây là đàn piano,Chưa đúng. Đây là đàn piano,object_answer,wrong
p0604,đàn piano bắt đầu bằng chữ Đ,đàn piano bắt đầu bằng chữ Đ,explore_info,letter info
p0605,ấm trà,ấm trà.,data_verifiedObjects_label,label
p0606,"Đúng rồi, đây là ấm trà","Đúng rồi, đây là ấm trà",object_answer,right
p0607,Chưa đúng. Đây là ấm trà,Chưa đúng. Đây là ấm trà,object_answer,wrong
p0608,ấm trà bắt đầu bằng chữ Â,ấm trà bắt đầu bằng chữ Â,explore_info,letter info
p0609,cái bàn,cái bàn.,data_verifiedObjects_label,label
p0610,"Đúng rồi, đây là cái bàn","Đúng rồi, đây là cái bàn",object_answer,right
p0611,Chưa đúng. Đây là cái bàn,Chưa đúng. Đây là cái bàn,object_answer,wrong
p0612,cái bàn bắt đầu bằng chữ B,cái bàn bắt đầu bằng chữ B,explore_info,letter info
p0613,"Đúng rồi, đây là ô tô","Đúng rồi, đây là ô tô",object_answer,right
p0614,Chưa đúng. Đây là ô tô,Chưa đúng. Đây là ô tô,object_answer,wrong
p0615,ô tô bắt đầu bằng chữ Ô,ô tô bắt đầu bằng chữ Ô,explore_info,letter info
p0616,chìa khóa,chìa khóa.,data_verifiedObjects_label,label
p0617,"Đúng rồi, đây là chìa khóa","Đúng rồi, đây là chìa khóa",object_answer,right
p0618,Chưa đúng. Đây là chìa khóa,Chưa đúng. Đây là chìa khóa,object_answer,wrong
p0619,chìa khóa bắt đầu bằng chữ C,chìa khóa bắt đầu bằng chữ C,explore_info,letter info
p0620,cái búa,cái búa.,data_verifiedObjects_label,label
p0621,"Đúng rồi, đây là cái búa","Đúng rồi, đây là cái búa",object_answer,right
p0622,Chưa đúng. Đây là cái búa,Chưa đúng. Đây là cái búa,object_answer,wrong
p0623,cái búa bắt đầu bằng chữ B,cái búa bắt đầu bằng chữ B,explore_info,letter info
p0624,bút mực,bút mực.,data_verifiedObjects_label,label
p0625,"Đúng rồi, đây là bút mực","Đúng rồi, đây là bút mực",object_answer,right
p0626,Chưa đúng. Đây là bút mực,Chưa đúng. Đây là bút mực,object_answer,wrong
p0627,bút mực bắt đầu bằng chữ B,bút mực bắt đầu bằng chữ B,explore_info,letter info
p0628,cái thìa,cái thìa.,data_verifiedObjects_label,label
p0629,"Đúng rồi, đây là cái thìa","Đúng rồi, đây là cái thìa",object_answer,right
p0630,Chưa đúng. Đây là cái thìa,Chưa đúng. Đây là cái thìa,object_answer,wrong
p0631,cái thìa bắt đầu bằng chữ T,cái thìa bắt đầu bằng chữ T,explore_info,letter info
p0632,khăn tắm,khăn tắm.,data_verifiedObjects_label,label
p0633,"Đúng rồi, đây là khăn tắm","Đúng rồi, đây là khăn tắm",object_answer,right
p0634,Chưa đúng. Đây là khăn tắm,Chưa đúng. Đây là khăn tắm,object_answer,wrong
p0635,khăn tắm bắt đầu bằng chữ K,khăn tắm bắt đầu bằng chữ K,explore_info,letter info
p0636,gương soi,gương soi.,data_verifiedObjects_label,label
p0637,"Đúng rồi, đây là gương soi","Đúng rồi, đây là gương soi",object_answer,right
p0638,Chưa đúng. Đây là gương soi,Chưa đúng. Đây là gương soi,object_answer,wrong
p0639,gương soi bắt đầu bằng chữ G,gương soi bắt đầu bằng chữ G,explore_info,letter info
p0640,cuộn len,cuộn len.,data_verifiedObjects_label,label
p0641,"Đúng rồi, đây là cuộn len","Đúng rồi, đây là cuộn len",object_answer,right
p0642,Chưa đúng. Đây là cuộn len,Chưa đúng. Đây là cuộn len,object_answer,wrong
p0643,cuộn len bắt đầu bằng chữ L,cuộn len bắt đầu bằng chữ L,explore_info,letter info
p0644,áo khoác,áo khoác.,data_verifiedObjects_label,label
p0645,"Đúng rồi, đây là áo khoác","Đúng rồi, đây là áo khoác",object_answer,right
p0646,Chưa đúng. Đây là áo khoác,Chưa đúng. Đây là áo khoác,object_answer,wrong
p0647,áo khoác bắt đầu bằng chữ A,áo khoác bắt đầu bằng chữ A,explore_info,letter info
p0648,đài radio,đài radio.,data_verifiedObjects_label,label
p0649,"Đúng rồi, đây là đài radio","Đúng rồi, đây là đài radio",object_answer,right
p0650,Chưa đúng. Đây là đài radio,Chưa đúng. Đây là đài radio,object_answer,wrong
p0651,đài radio bắt đầu bằng chữ R,đài radio bắt đầu bằng chữ R,explore_info,letter info
p0652,mặt trăng,mặt trăng.,data_verifiedObjects_label,label
p0653,"Đúng rồi, đây là mặt trăng","Đúng rồi, đây là mặt trăng",object_answer,right
p0654,Chưa đúng. Đây là mặt trăng,Chưa đúng. Đây là mặt trăng,object_answer,wrong
p0655,mặt trăng bắt đầu bằng chữ M,mặt trăng bắt đầu bằng chữ M,explore_info,letter info
p0656,hộp bút,hộp bút.,data_verifiedObjects_label,label
p0657,"Đúng rồi, đây là hộp bút","Đúng rồi, đây là hộp bút",object_answer,right
p0658,Chưa đúng. Đây là hộp bút,Chưa đúng. Đây là hộp bút,object_answer,wrong
p0659,hộp bút bắt đầu bằng chữ H,hộp bút bắt đầu bằng chữ H,explore_info,letter info
p0660,tivi,tivi.,data_verifiedObjects_label,label
p0661,"Đúng rồi, đây là tivi","Đúng rồi, đây là tivi",object_answer,right
p0662,Chưa đúng. Đây là tivi,Chưa đúng. Đây là tivi,object_answer,wrong
p0663,tivi bắt đầu bằng chữ T,tivi bắt đầu bằng chữ T,explore_info,letter info
p0664,xe nôi,xe nôi.,data_verifiedObjects_label,label
p0665,"Đúng rồi, đây là xe nôi","Đúng rồi, đây là xe nôi",object_answer,right
p0666,Chưa đúng. Đây là xe nôi,Chưa đúng. Đây là xe nôi,object_answer,wrong
p0667,xe nôi bắt đầu bằng chữ X,xe nôi bắt đầu bằng chữ X,explore_info,letter info
p0668,cái ô,cái ô.,data_verifiedObjects_label,label
p0669,"Đúng rồi, đây là cái ô","Đúng rồi, đây là cái ô",object_answer,right
p0670,Chưa đúng. Đây là cái ô,Chưa đúng. Đây là cái ô,object_answer,wrong
p0671,cái ô bắt đầu bằng chữ Ô,cái ô bắt đầu bằng chữ Ô,explore_info,letter info
p0672,vợt cầu lông,vợt cầu lông.,data_verifiedObjects_label,label
p0673,"Đúng rồi, đây là vợt cầu lông","Đúng rồi, đây là vợt cầu lông",object_answer,right
p0674,Chưa đúng. Đây là vợt cầu lông,Chưa đúng. Đây là vợt cầu lông,object_answer,wrong
p0675,vợt cầu lông bắt đầu bằng chữ V,vợt cầu lông bắt đầu bằng chữ V,explore_info,letter info
p0676,bảng màu,bảng màu.,data_verifiedObjects_label,label
p0677,"Đúng rồi, đây là bảng màu","Đúng rồi, đây là bảng màu",object_answer,right
p0678,Chưa đúng. Đây là bảng màu,Chưa đúng. Đây là bảng màu,object_answer,wrong
p0679,bảng màu bắt đầu bằng chữ B,bảng màu bắt đầu bằng chữ B,explore_info,letter info
p0680,cốc nước,cốc nước.,data_verifiedObjects_label,label
p0681,"Đúng rồi, đây là cốc nước","Đúng rồi, đây là cốc nước",object_answer,right
p0682,Chưa đúng. Đây là cốc nước,Chưa đúng. Đây là cốc nước,object_answer,wrong
p0683,cốc nước bắt đầu bằng chữ C,cốc nước bắt đầu bằng chữ C,explore_info,letter info
p0684,đèn giao thông,đèn giao thông.,data_verifiedObjects_label,label
p0685,"Đúng rồi, đây là đèn giao thông","Đúng rồi, đây là đèn giao thông",object_answer,right
p0686,Chưa đúng. Đây là đèn giao thông,Chưa đúng. Đây là đèn giao thông,object_answer,wrong
p0687,đèn giao thông bắt đầu bằng chữ Đ,đèn giao thông bắt đầu bằng chữ Đ,explore_info,letter info
p0688,ổ khóa,ổ khóa.,data_verifiedObjects_label,label
p0689,"Đúng rồi, đây là ổ khóa","Đúng rồi, đây là ổ khóa",object_answer,right
p0690,Chưa đúng. Đây là ổ khóa,Chưa đúng. Đây là ổ khóa,object_answer,wrong
p0691,ổ khóa bắt đầu bằng chữ Ô,ổ khóa bắt đầu bằng chữ Ô,explore_info,letter info
p0692,cái gối,cái gối.,data_verifiedObjects_label,label
p0693,"Đúng rồi, đây là cái gối","Đúng rồi, đây là cái gối",object_answer,right
p0694,Chưa đúng. Đây là cái gối,Chưa đúng. Đây là cái gối,object_answer,wrong
p0695,cái gối bắt đầu bằng chữ G,cái gối bắt đầu bằng chữ G,explore_info,letter info
p0696,bàn chải,bàn chải.,data_verifiedObjects_label,label
p0697,"Đúng rồi, đây là bàn chải","Đúng rồi, đây là bàn chải",object_answer,right
p0698,Chưa đúng. Đây là bàn chải,Chưa đúng. Đây là bàn chải,object_answer,wrong
p0699,bàn chải bắt đầu bằng chữ B,bàn chải bắt đầu bằng chữ B,explore_info,letter info
p0700,cái lược,cái lược.,data_verifiedObjects_label,label
p0701,"Đúng rồi, đây là cái lược","Đúng rồi, đây là cái lược",object_answer,right
p0702,Chưa đúng. Đây là cái lược,Chưa đúng. Đây là cái lược,object_answer,wrong
p0703,cái lược bắt đầu bằng chữ L,cái lược bắt đầu bằng chữ L,explore_info,letter info
p0704,tai nghe,tai nghe.,data_verifiedObjects_label,label
p0705,"Đúng rồi, đây là tai nghe","Đúng rồi, đây là tai nghe",object_answer,right
p0706,Chưa đúng. Đây là tai nghe,Chưa đúng. Đây là tai nghe,object_answer,wrong
p0707,tai nghe bắt đầu bằng chữ T,tai nghe bắt đầu bằng chữ T,explore_info,letter info
p0708,quả bóng chày,quả bóng chày.,data_verifiedObjects_label,label
p0709,"Đúng rồi, đây là quả bóng chày","Đúng rồi, đây là quả bóng chày",object_answer,right
p0710,Chưa đúng. Đây là quả bóng chày,Chưa đúng. Đây là quả bóng chày,object_answer,wrong
p0711,quả bóng chày bắt đầu bằng chữ B,quả bóng chày bắt đầu bằng chữ B,explore_info,letter info
p0712,bút bi,bút bi.,data_verifiedObjects_label,label
p0713,"Đúng rồi, đây là bút bi","Đúng rồi, đây là bút bi",object_answer,right
p0714,Chưa đúng. Đây là bút bi,Chưa đúng. Đây là bút bi,object_answer,wrong
p0715,bút bi bắt đầu bằng chữ B,bút bi bắt đầu bằng chữ B,explore_info,letter info
p0716,bể cá mini,bể cá mini.,data_verifiedObjects_label,label
p0717,"Đúng rồi, đây là bể cá mini","Đúng rồi, đây là bể cá mini",object_answer,right
p0718,Chưa đúng. Đây là bể cá mini,Chưa đúng. Đây là bể cá mini,object_answer,wrong
p0719,bể cá mini bắt đầu bằng chữ B,bể cá mini bắt đầu bằng chữ B,explore_info,letter info
p0720,cái kéo,cái kéo.,data_verifiedObjects_label,label
p0721,"Đúng rồi, đây là cái kéo","Đúng rồi, đây là cái kéo",object_answer,right
p0722,Chưa đúng. Đây là cái kéo,Chưa đúng. Đây là cái kéo,object_answer,wrong
p0723,cái kéo bắt đầu bằng chữ K,cái kéo bắt đầu bằng chữ K,explore_info,letter info
p0724,con dao,con dao.,data_verifiedObjects_label,label
p0725,"Đúng rồi, đây là con dao","Đúng rồi, đây là con dao",object_answer,right
p0726,Chưa đúng. Đây là con dao,Chưa đúng. Đây là con dao,object_answer,wrong
p0727,con dao bắt đầu bằng chữ D,con dao bắt đầu bằng chữ D,explore_info,letter info
p0728,máy khoan,máy khoan.,data_verifiedObjects_label,label
p0729,"Đúng rồi, đây là máy khoan","Đúng rồi, đây là máy khoan",object_answer,right
p0730,Chưa đúng. Đây là máy khoan,Chưa đúng. Đây là máy khoan,object_answer,wrong
p0731,máy khoan bắt đầu bằng chữ M,máy khoan bắt đầu bằng chữ M,explore_info,letter info
p0732,bình cứu hỏa,bình cứu hỏa.,data_verifiedObjects_label,label
p0733,"Đúng rồi, đây là bình cứu hỏa","Đúng rồi, đây là bình cứu hỏa",object_answer,right
p0734,Chưa đúng. Đây là bình cứu hỏa,Chưa đúng. Đây là bình cứu hỏa,object_answer,wrong
p0735,bình cứu hỏa bắt đầu bằng chữ B,bình cứu hỏa bắt đầu bằng chữ B,explore_info,letter info
p0736,cái thang,cái thang.,data_verifiedObjects_label,label
p0737,"Đúng rồi, đây là cái thang","Đúng rồi, đây là cái thang",object_answer,right
p0738,Chưa đúng. Đây là cái thang,Chưa đúng. Đây là cái thang,object_answer,wrong
p0739,cái thang bắt đầu bằng chữ T,cái thang bắt đầu bằng chữ T,explore_info,letter info
p0740,cái kìm,cái kìm.,data_verifiedObjects_label,label
p0741,"Đúng rồi, đây là cái kìm","Đúng rồi, đây là cái kìm",object_answer,right
p0742,Chưa đúng. Đây là cái kìm,Chưa đúng. Đây là cái kìm,object_answer,wrong
p0743,cái kìm bắt đầu bằng chữ K,cái kìm bắt đầu bằng chữ K,explore_info,letter info
p0744,cưa tay,cưa tay.,data_verifiedObjects_label,label
p0745,"Đúng rồi, đây là cưa tay","Đúng rồi, đây là cưa tay",object_answer,right
p0746,Chưa đúng. Đây là cưa tay,Chưa đúng. Đây là cưa tay,object_answer,wrong
p0747,cưa tay bắt đầu bằng chữ C,cưa tay bắt đầu bằng chữ C,explore_info,letter info
p0748,thước dây,thước dây.,data_verifiedObjects_label,label
p0749,"Đúng rồi, đây là thước dây","Đúng rồi, đây là thước dây",object_answer,right
p0750,Chưa đúng. Đây là thước dây,Chưa đúng. Đây là thước dây,object_answer,wrong
p0751,thước dây bắt đầu bằng chữ T,thước dây bắt đầu bằng chữ T,explore_info,letter info
p0752,cờ lê,cờ lê.,data_verifiedObjects_label,label
p0753,"Đúng rồi, đây là cờ lê","Đúng rồi, đây là cờ lê",object_answer,right
p0754,Chưa đúng. Đây là cờ lê,Chưa đúng. Đây là cờ lê,object_answer,wrong
p0755,cờ lê bắt đầu bằng chữ C,cờ lê bắt đầu bằng chữ C,explore_info,letter info
p0756,tất Giáng sinh,tất Giáng sinh.,data_verifiedObjects_label,label
p0757,"Đúng rồi, đây là tất Giáng sinh","Đúng rồi, đây là tất Giáng sinh",object_answer,right
p0758,Chưa đúng. Đây là tất Giáng sinh,Chưa đúng. Đây là tất Giáng sinh,object_answer,wrong
p0759,tất Giáng sinh bắt đầu bằng chữ T,tất Giáng sinh bắt đầu bằng chữ T,explore_info,letter info
p0760,cái chuông,cái chuông.,data_verifiedObjects_label,label
p0761,"Đúng rồi, đây là cái chuông","Đúng rồi, đây là cái chuông",object_answer,right
p0762,Chưa đúng. Đây là cái chuông,Chưa đúng. Đây là cái chuông,object_answer,wrong
p0763,cái chuông bắt đầu bằng chữ C,cái chuông bắt đầu bằng chữ C,explore_info,letter info
p0764,cái chiếu,cái chiếu.,data_verifiedObjects_label,label
p0765,"Đúng rồi, đây là cái chiếu","Đúng rồi, đây là cái chiếu",object_answer,right
p0766,Chưa đúng. Đây là cái chiếu,Chưa đúng. Đây là cái chiếu,object_answer,wrong
p0767,cái chiếu bắt đầu bằng chữ C,cái chiếu bắt đầu bằng chữ C,explore_info,letter info
p0768,khoai tây,khoai tây.,data_verifiedFoods_label,label
p0769,"Đúng rồi, đây là khoai tây","Đúng rồi, đây là khoai tây",food_answer,right
p0770,Chưa đúng. Đây là khoai tây,Chưa đúng. Đây là khoai tây,food_answer,wrong
p0771,khoai tây bắt đầu bằng chữ K,khoai tây bắt đầu bằng chữ K,explore_info,letter info
p0772,củ su hào,củ su hào.,data_verifiedFoods_label,label
p0773,"Đúng rồi, đây là củ su hào","Đúng rồi, đây là củ su hào",food_answer,right
p0774,Chưa đúng. Đây là củ su hào,Chưa đúng. Đây là củ su hào,food_answer,wrong
p0775,củ su hào bắt đầu bằng chữ S,củ su hào bắt đầu bằng chữ S,explore_info,letter info
p0776,khoai lang,khoai lang.,data_verifiedFoods_label,label
p0777,"Đúng rồi, đây là khoai lang","Đúng rồi, đây là khoai lang",food_answer,right
p0778,Chưa đúng. Đây là khoai lang,Chưa đúng. Đây là khoai lang,food_answer,wrong
p0779,khoai lang bắt đầu bằng chữ K,khoai lang bắt đầu bằng chữ K,explore_info,letter info
p0780,gừng,gừng.,data_verifiedFoods_label,label
p0781,"Đúng rồi, đây là gừng","Đúng rồi, đây là gừng",food_answer,right
p0782,Chưa đúng. Đây là gừng,Chưa đúng. Đây là gừng,food_answer,wrong
p0783,gừng bắt đầu bằng chữ G,gừng bắt đầu bằng chữ G,explore_info,letter info
p0784,tỏi,tỏi.,data_verifiedFoods_label,label
p0785,"Đúng rồi, đây là tỏi","Đúng rồi, đây là tỏi",food_answer,right
p0786,Chưa đúng. Đây là tỏi,Chưa đúng. Đây là tỏi,food_answer,wrong
p0787,tỏi bắt đầu bằng chữ T,tỏi bắt đầu bằng chữ T,explore_info,letter info
p0788,hành tây,hành tây.,data_verifiedFoods_label,label
p0789,"Đúng rồi, đây là hành tây","Đúng rồi, đây là hành tây",food_answer,right
p0790,Chưa đúng. Đây là hành tây,Chưa đúng. Đây là hành tây,food_answer,wrong
p0791,hành tây bắt đầu bằng chữ H,hành tây bắt đầu bằng chữ H,explore_info,letter info
p0792,bắp cải,bắp cải.,data_verifiedFoods_label,label
p0793,"Đúng rồi, đây là bắp cải","Đúng rồi, đây là bắp cải",food_answer,right
p0794,Chưa đúng. Đây là bắp cải,Chưa đúng. Đây là bắp cải,food_answer,wrong
p0795,bắp cải bắt đầu bằng chữ B,bắp cải bắt đầu bằng chữ B,explore_info,letter info
p0796,súp lơ,súp lơ.,data_verifiedFoods_label,label
p0797,"Đúng rồi, đây là súp lơ","Đúng rồi, đây là súp lơ",food_answer,right
p0798,Chưa đúng. Đây là súp lơ,Chưa đúng. Đây là súp lơ,food_answer,wrong
p0799,súp lơ bắt đầu bằng chữ S,súp lơ bắt đầu bằng chữ S,explore_info,letter info
p0800,súp lơ xanh,súp lơ xanh.,data_verifiedFoods_label,label
p0801,"Đúng rồi, đây là súp lơ xanh","Đúng rồi, đây là súp lơ xanh",food_answer,right
p0802,Chưa đúng. Đây là súp lơ xanh,Chưa đúng. Đây là súp lơ xanh,food_answer,wrong
p0803,súp lơ xanh bắt đầu bằng chữ S,súp lơ xanh bắt đầu bằng chữ S,explore_info,letter info
p0804,cải thảo,cải thảo.,data_verifiedFoods_label,label
p0805,"Đúng rồi, đây là cải thảo","Đúng rồi, đây là cải thảo",food_answer,right
p0806,Chưa đúng. Đây là cải thảo,Chưa đúng. Đây là cải thảo,food_answer,wrong
p0807,cải thảo bắt đầu bằng chữ C,cải thảo bắt đầu bằng chữ C,explore_info,letter info
p0808,Cà chua,Cà chua.,data_verifiedFoods_label,label
p0809,"Đúng rồi, đây là Cà chua","Đúng rồi, đây là Cà chua",food_answer,right
p0810,Chưa đúng. Đây là Cà chua,Chưa đúng. Đây là Cà chua,food_answer,wrong
p0811,Cà chua bắt đầu bằng chữ C,Cà chua bắt đầu bằng chữ C,explore_info,letter info
p0812,bí ngô,bí ngô.,data_verifiedFoods_label,label
p0813,"Đúng rồi, đây là bí ngô","Đúng rồi, đây là bí ngô",food_answer,right
p0814,Chưa đúng. Đây là bí ngô,Chưa đúng. Đây là bí ngô,food_answer,wrong
p0815,bí ngô bắt đầu bằng chữ B,bí ngô bắt đầu bằng chữ B,explore_info,letter info
p0816,quả hồng,quả hồng.,data_verifiedFoods_label,label
p0817,"Đúng rồi, đây là quả hồng","Đúng rồi, đây là quả hồng",food_answer,right
p0818,Chưa đúng. Đây là quả hồng,Chưa đúng. Đây là quả hồng,food_answer,wrong
p0819,quả hồng bắt đầu bằng chữ H,quả hồng bắt đầu bằng chữ H,explore_info,letter info
p0820,quả lựu,quả lựu.,data_verifiedFoods_label,label
p0821,"Đúng rồi, đây là quả lựu","Đúng rồi, đây là quả lựu",food_answer,right
p0822,Chưa đúng. Đây là quả lựu,Chưa đúng. Đây là quả lựu,food_answer,wrong
p0823,quả lựu bắt đầu bằng chữ L,quả lựu bắt đầu bằng chữ L,explore_info,letter info
p0824,quả cam,quả cam.,data_verifiedFoods_label,label
p0825,"Đúng rồi, đây là quả cam","Đúng rồi, đây là quả cam",food_answer,right
p0826,Chưa đúng. Đây là quả cam,Chưa đúng. Đây là quả cam,food_answer,wrong
p0827,quả cam bắt đầu bằng chữ C,quả cam bắt đầu bằng chữ C,explore_info,letter info
p0828,quả mận,quả mận.,data_verifiedFoods_label,label
p0829,"Đúng rồi, đây là quả mận","Đúng rồi, đây là quả mận",food_answer,right
p0830,Chưa đúng. Đây là quả mận,Chưa đúng. Đây là quả mận,food_answer,wrong
p0831,quả mận bắt đầu bằng chữ M,quả mận bắt đầu bằng chữ M,explore_info,letter info
p0832,táo xanh,táo xanh.,data_verifiedFoods_label,label
p0833,"Đúng rồi, đây là táo xanh","Đúng rồi, đây là táo xanh",food_answer,right
p0834,Chưa đúng. Đây là táo xanh,Chưa đúng. Đây là táo xanh,food_answer,wrong
p0835,táo xanh bắt đầu bằng chữ T,táo xanh bắt đầu bằng chữ T,explore_info,letter info
p0836,quả mâm xôi,quả mâm xôi.,data_verifiedFoods_label,label
p0837,"Đúng rồi, đây là quả mâm xôi","Đúng rồi, đây là quả mâm xôi",food_answer,right
p0838,Chưa đúng. Đây là quả mâm xôi,Chưa đúng. Đây là quả mâm xôi,food_answer,wrong
p0839,quả mâm xôi bắt đầu bằng chữ M,quả mâm xôi bắt đầu bằng chữ M,explore_info,letter info
p0840,Quả dâu tây,Quả dâu tây.,data_verifiedFoods_label,label
p0841,"Đúng rồi, đây là Quả dâu tây","Đúng rồi, đây là Quả dâu tây",food_answer,right
p0842,Chưa đúng. Đây là Quả dâu tây,Chưa đúng. Đây là Quả dâu tây,food_answer,wrong
p0843,Quả dâu tây bắt đầu bằng chữ D,Quả dâu tây bắt đầu bằng chữ D,explore_info,letter info
p0844,quả chanh,quả chanh.,data_verifiedFoods_label,label
p0845,"Đúng rồi, đây là quả chanh","Đúng rồi, đây là quả chanh",food_answer,right
p0846,Chưa đúng. Đây là quả chanh,Chưa đúng. Đây là quả chanh,food_answer,wrong
p0847,quả chanh bắt đầu bằng chữ C,quả chanh bắt đầu bằng chữ C,explore_info,letter info
p0848,Quả Na,Quả Na.,data_verifiedFoods_label,label
p0849,"Đúng rồi, đây là Quả Na","Đúng rồi, đây là Quả Na",food_answer,right
p0850,Chưa đúng. Đây là Quả Na,Chưa đúng. Đây là Quả Na,food_answer,wrong
p0851,Quả Na bắt đầu bằng chữ N,Quả Na bắt đầu bằng chữ N,explore_info,letter info
p0852,quả ổi,quả ổi.,data_verifiedFoods_label,label
p0853,"Đúng rồi, đây là quả ổi","Đúng rồi, đây là quả ổi",food_answer,right
p0854,Chưa đúng. Đây là quả ổi,Chưa đúng. Đây là quả ổi,food_answer,wrong
