id,text,speak,group,note
p0191,8 nhân 8 bằng bao nhiêu?,tám nhân tám bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0192,Gợi ý nhé. Kết quả là 64. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là sáu mươi bốn. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0193,Chưa đúng. 8 nhân 8 bằng 64.,Chưa đúng. tám nhân tám bằng sáu mươi bốn.,wrong,from_uploaded_html_embedded_map
p0194,8 nhân 9 bằng bao nhiêu?,tám nhân chín bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0195,Gợi ý nhé. Kết quả là 72. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là bảy mươi hai. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0196,Chưa đúng. 8 nhân 9 bằng 72.,Chưa đúng. tám nhân chín bằng bảy mươi hai.,wrong,from_uploaded_html_embedded_map
p0197,8 nhân 10 bằng bao nhiêu?,tám nhân mười bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0198,Gợi ý nhé. Kết quả là 80. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là tám mươi. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0199,Chưa đúng. 8 nhân 10 bằng 80.,Chưa đúng. tám nhân mười bằng tám mươi.,wrong,from_uploaded_html_embedded_map
p0200,9 nhân 1 bằng bao nhiêu?,chín nhân một bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0201,Chưa đúng. 9 nhân 1 bằng 9.,Chưa đúng. chín nhân một bằng chín.,wrong,from_uploaded_html_embedded_map
p0202,9 nhân 2 bằng bao nhiêu?,chín nhân hai bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0203,Chưa đúng. 9 nhân 2 bằng 18.,Chưa đúng. chín nhân hai bằng mười tám.,wrong,from_uploaded_html_embedded_map
p0204,9 nhân 3 bằng bao nhiêu?,chín nhân ba bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0205,Chưa đúng. 9 nhân 3 bằng 27.,Chưa đúng. chín nhân ba bằng hai mươi bảy.,wrong,from_uploaded_html_embedded_map
p0206,9 nhân 4 bằng bao nhiêu?,chín nhân bốn bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0207,Chưa đúng. 9 nhân 4 bằng 36.,Chưa đúng. chín nhân bốn bằng ba mươi sáu.,wrong,from_uploaded_html_embedded_map
p0208,9 nhân 5 bằng bao nhiêu?,chín nhân năm bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0209,Chưa đúng. 9 nhân 5 bằng 45.,Chưa đúng. chín nhân năm bằng bốn mươi lăm.,wrong,from_uploaded_html_embedded_map
p0210,9 nhân 6 bằng bao nhiêu?,chín nhân sáu bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0211,Chưa đúng. 9 nhân 6 bằng 54.,Chưa đúng. chín nhân sáu bằng năm mươi bốn.,wrong,from_uploaded_html_embedded_map
p0212,9 nhân 7 bằng bao nhiêu?,chín nhân bảy bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0213,Chưa đúng. 9 nhân 7 bằng 63.,Chưa đúng. chín nhân bảy bằng sáu mươi ba.,wrong,from_uploaded_html_embedded_map
p0214,9 nhân 8 bằng bao nhiêu?,chín nhân tám bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0215,Chưa đúng. 9 nhân 8 bằng 72.,Chưa đúng. chín nhân tám bằng bảy mươi hai.,wrong,from_uploaded_html_embedded_map
p0216,9 nhân 9 bằng bao nhiêu?,chín nhân chín bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0217,Gợi ý nhé. Kết quả là 81. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là tám mươi mốt. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0218,Chưa đúng. 9 nhân 9 bằng 81.,Chưa đúng. chín nhân chín bằng tám mươi mốt.,wrong,from_uploaded_html_embedded_map
p0219,9 nhân 10 bằng bao nhiêu?,chín nhân mười bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0220,Gợi ý nhé. Kết quả là 90. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là chín mươi. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0221,Chưa đúng. 9 nhân 10 bằng 90.,Chưa đúng. chín nhân mười bằng chín mươi.,wrong,from_uploaded_html_embedded_map
p0222,10 nhân 1 bằng bao nhiêu?,mười nhân một bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0223,Chưa đúng. 10 nhân 1 bằng 10.,Chưa đúng. mười nhân một bằng mười.,wrong,from_uploaded_html_embedded_map
p0224,10 nhân 2 bằng bao nhiêu?,mười nhân hai bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0225,Chưa đúng. 10 nhân 2 bằng 20.,Chưa đúng. mười nhân hai bằng hai mươi.,wrong,from_uploaded_html_embedded_map
p0226,10 nhân 3 bằng bao nhiêu?,mười nhân ba bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0227,Chưa đúng. 10 nhân 3 bằng 30.,Chưa đúng. mười nhân ba bằng ba mươi.,wrong,from_uploaded_html_embedded_map
p0228,10 nhân 4 bằng bao nhiêu?,mười nhân bốn bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0229,Chưa đúng. 10 nhân 4 bằng 40.,Chưa đúng. mười nhân bốn bằng bốn mươi.,wrong,from_uploaded_html_embedded_map
p0230,10 nhân 5 bằng bao nhiêu?,mười nhân năm bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0231,Chưa đúng. 10 nhân 5 bằng 50.,Chưa đúng. mười nhân năm bằng năm mươi.,wrong,from_uploaded_html_embedded_map
p0232,10 nhân 6 bằng bao nhiêu?,mười nhân sáu bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0233,Chưa đúng. 10 nhân 6 bằng 60.,Chưa đúng. mười nhân sáu bằng sáu mươi.,wrong,from_uploaded_html_embedded_map
p0234,10 nhân 7 bằng bao nhiêu?,mười nhân bảy bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0235,Chưa đúng. 10 nhân 7 bằng 70.,Chưa đúng. mười nhân bảy bằng bảy mươi.,wrong,from_uploaded_html_embedded_map
p0236,10 nhân 8 bằng bao nhiêu?,mười nhân tám bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0237,Chưa đúng. 10 nhân 8 bằng 80.,Chưa đúng. mười nhân tám bằng tám mươi.,wrong,from_uploaded_html_embedded_map
p0238,10 nhân 9 bằng bao nhiêu?,mười nhân chín bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0239,Chưa đúng. 10 nhân 9 bằng 90.,Chưa đúng. mười nhân chín bằng chín mươi.,wrong,from_uploaded_html_embedded_map
p0240,10 nhân 10 bằng bao nhiêu?,mười nhân mười bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0241,Gợi ý nhé. Kết quả là 100. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là một trăm. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0242,Chưa đúng. 10 nhân 10 bằng 100.,Chưa đúng. mười nhân mười bằng một trăm.,wrong,from_uploaded_html_embedded_map
p0243,Bạn đúng rồi! Giỏi lắm!,Bạn đúng rồi! Giỏi lắm!,ui_feedback,from_uploaded_html_embedded_map
p0244,Chính xác! Con làm rất tốt!,Chính xác! Con làm rất tốt!,ui_feedback,from_uploaded_html_embedded_map
p0245,Tuyệt vời! Tiếp tục nào!,Tuyệt vời! Tiếp tục nào!,ui_feedback,from_uploaded_html_embedded_map
p0246,Đúng rồi! Thêm một bước tiến!,Đúng rồi! Thêm một bước tiến!,ui_feedback,from_uploaded_html_embedded_map
p0247,Rất nhanh và rất đúng!,Rất nhanh và rất đúng!,ui_feedback,from_uploaded_html_embedded_map
p0248,Con đang học bảng nhân rất tốt!,Con đang học bảng nhân rất tốt!,ui_feedback,from_uploaded_html_embedded_map
p0249,"Thưởng lớn! Con đúng 3 câu liên tiếp, được thêm một tim!","Thưởng lớn! Con đúng ba câu liên tiếp, được thêm một tim!",ui_feedback,from_uploaded_html_embedded_map
p0250,Đã bật giọng đọc.,Đã bật giọng đọc.,ui_feedback,from_uploaded_html_embedded_map
p0251,Bé học bảng nhân.,Bé học bảng nhân.,ui_extra,safety_extra
p0252,Bắt đầu luyện bảng nhân nào!,Bắt đầu luyện bảng nhân nào!,ui_extra,safety_extra
p0253,Bấm vào ô kết quả đúng.,Bấm vào ô kết quả đúng.,ui_extra,safety_extra
p0254,Bấm Đọc để nghe lại câu hỏi.,Bấm Đọc để nghe lại câu hỏi.,ui_extra,safety_extra
p0255,Gợi ý nhé.,Gợi ý nhé.,ui_extra,safety_extra
p0256,Làm lại nào.,Làm lại nào.,ui_extra,safety_extra
p0257,Hết tim rồi!,Hết tim rồi!,ui_extra,safety_extra
p0258,"Không sao, mình xem lại lỗi rồi chơi lại nhé.","Không sao, mình xem lại lỗi rồi chơi lại nhé.",ui_extra,safety_extra
